Animal ID,Outcome Date,Outcome Type,Age upon Outcomes(years)
A683280,2014-07-09,Transfer,0.0
A675937,2014-04-02,Transfer,0.0
A695428,2015-01-16,Transfer,1.0
A711349,2015-10-16,Adoption or RTO,0.0
A719331,2016-01-22,Transfer,1.0
A751119,2017-06-17,Adoption or RTO,0.0
A776853,2018-07-24,Transfer,2.0
A691643,2014-11-14,Transfer,0.0
A755368,2017-08-03,Transfer,0.0
A753871,2017-09-20,Adoption or RTO,1.0
A734596,2016-09-11,Transfer,0.0
A716845,2015-12-02,Transfer,0.0
A731628,2016-08-25,Adoption or RTO,0.0
A698406,2015-03-28,Adoption or RTO,0.0
A708348,2015-07-27,Transfer,1.0
A672281,2014-04-08,Adoption or RTO,0.0
A699570,2015-05-26,Euthanasia,5.0
A750277,2017-08-27,Adoption or RTO,4.0
A782417,2018-10-18,Transfer,0.0
A777486,2018-08-02,Transfer,2.0
A804435,2019-09-14,Transfer,0.0
A780735,2019-01-05,Adoption or RTO,2.0
A668749,2014-01-10,Adoption or RTO,2.0
A706749,2015-07-03,Transfer,1.0
A662757,2013-10-27,Adoption or RTO,0.0
A733181,2016-08-18,Euthanasia,4.0
A792389,2019-04-10,Transfer,0.0
A757920,2017-09-08,Euthanasia,13.0
A708855,2016-01-10,Adoption or RTO,0.0
A681140,2014-06-13,Euthanasia,0.0
A808322,2019-12-23,Adoption or RTO,9.0
A796753,2019-08-14,Adoption or RTO,0.0
A808292,2019-11-11,Euthanasia,1.0
A782050,2018-11-09,Adoption or RTO,0.0
A820258,2020-11-24,Adoption or RTO,0.0
A678964,2014-05-14,Transfer,0.0
A825596,2020-11-07,Adoption or RTO,2.0
A808924,2019-11-22,Adoption or RTO,0.0
A698111,2015-03-16,Adoption or RTO,2.0
A818072,2020-06-01,Transfer,0.0
A736268,2016-11-26,Transfer,10.0
A681557,2014-07-14,Adoption or RTO,5.0
A707833,2015-07-24,Adoption or RTO,0.0
A754695,2017-08-19,Adoption or RTO,1.0
A704718,2015-11-25,Adoption or RTO,0.0
A771529,2018-05-06,Euthanasia,0.0
A731216,2016-07-19,Transfer,0.0
A727584,2016-06-05,Died or Missing,0.0
A693480,2014-12-26,Transfer,2.0
A752563,2017-08-16,Adoption or RTO,0.0
A680583,2014-06-04,Transfer,0.0
A813496,2020-02-16,Transfer,1.0
A809620,2020-01-02,Adoption or RTO,0.0
A730928,2016-07-14,Transfer,1.0
A687832,2014-09-10,Transfer,0.0
A808336,2019-11-13,Transfer,1.0
A778164,2018-08-09,Transfer,0.0
A677549,2014-04-26,Transfer,0.0
A708760,2015-08-05,Transfer,0.0
A683357,2014-07-11,Transfer,0.0
A821827,2020-08-20,Transfer,0.0
A732769,2016-09-04,Adoption or RTO,1.0
A725709,2016-05-06,Adoption or RTO,0.0
A773404,2018-05-31,Transfer,0.0
A772120,2018-05-19,Transfer,0.0
A750048,2017-07-01,Adoption or RTO,0.0
A759117,2017-11-13,Adoption or RTO,0.0
A772944,2018-06-23,Adoption or RTO,0.0
A676920,2014-07-30,Adoption or RTO,0.0
A695938,2015-01-31,Adoption or RTO,0.0
A709126,2015-10-07,Transfer,0.0
A710988,2015-09-01,Transfer,2.0
A782748,2018-10-24,Transfer,0.0
A764186,2018-05-28,Adoption or RTO,10.0
A745621,2017-03-25,Adoption or RTO,0.0
A699922,2015-04-07,Adoption or RTO,2.0
A707357,2015-07-12,Transfer,0.0
A746976,2017-04-12,Transfer,0.0
A684459,2014-08-13,Adoption or RTO,0.0
A758174,2017-09-17,Transfer,1.0
A794734,2019-05-15,Adoption or RTO,0.0
A822432,2020-09-08,Adoption or RTO,0.0
A676386,2014-06-14,Adoption or RTO,0.0
A776040,2018-07-12,Adoption or RTO,0.0
A721724,2016-04-01,Adoption or RTO,0.0
A709999,2015-08-15,Transfer,0.0
A714374,2015-12-12,Adoption or RTO,0.0
A805202,2019-10-31,Adoption or RTO,2.0
A800738,2019-08-06,Transfer,0.0
A751571,2017-06-18,Adoption or RTO,0.0
A753961,2017-11-21,Transfer,0.0
A799372,2019-08-03,Transfer,0.0
A757981,2017-09-09,Euthanasia,10.0
A682598,2014-07-12,Adoption or RTO,0.0
A766984,2018-02-24,Transfer,2.0
A707542,2015-08-02,Adoption or RTO,1.0
A817210,2020-05-18,Euthanasia,12.0
A707015,2015-07-15,Adoption or RTO,2.0
A775134,2018-07-28,Adoption or RTO,0.0
A804741,2019-09-27,Transfer,0.0
A788660,2019-02-06,Adoption or RTO,1.0
A703642,2015-05-27,Transfer,0.0
A703103,2015-06-19,Adoption or RTO,0.0
A677303,2014-04-24,Transfer,1.0
A710624,2015-08-26,Transfer,0.0
A774713,2018-06-21,Transfer,0.0
A795485,2019-05-30,Adoption or RTO,1.0
A701839,2015-05-23,Transfer,0.0
A732725,2016-09-27,Transfer,1.0
A759300,2017-10-19,Adoption or RTO,2.0
A698193,2015-03-30,Adoption or RTO,2.0
A753208,2017-07-05,Adoption or RTO,0.0
A663743,2013-11-09,Adoption or RTO,0.0
A754056,2017-08-27,Adoption or RTO,10.0
A807214,2019-10-27,Adoption or RTO,0.0
A752028,2017-06-22,Adoption or RTO,0.0
A723546,2016-09-21,Adoption or RTO,0.0
A360450,2018-06-19,Adoption or RTO,14.0
A772989,2018-06-13,Died or Missing,0.0
A679950,2014-08-19,Adoption or RTO,0.0
A678117,2014-05-04,Transfer,0.0
A702163,2015-05-11,Euthanasia,1.0
A796160,2019-06-08,Adoption or RTO,0.0
A772331,2018-05-22,Adoption or RTO,0.0
A823118,2020-09-21,Euthanasia,1.0
A804264,2019-09-17,Transfer,2.0
A679368,2014-05-20,Transfer,0.0
A773603,2018-08-14,Adoption or RTO,0.0
A703643,2015-05-27,Transfer,0.0
A733285,2016-08-22,Adoption or RTO,0.0
A798934,2019-07-15,Adoption or RTO,0.0
A689162,2014-09-30,Transfer,0.0
A820497,2020-10-01,Adoption or RTO,0.0
A779365,2018-12-21,Adoption or RTO,1.0
A701803,2015-05-05,Transfer,0.0
A788168,2019-02-05,Adoption or RTO,6.0
A807322,2019-10-27,Transfer,1.0
A705353,2015-06-17,Transfer,0.0
A679641,2014-05-27,Transfer,0.0
A759191,2017-09-29,Adoption or RTO,0.0
A707719,2015-07-17,Transfer,1.0
A733645,2016-12-09,Adoption or RTO,0.0
A709304,2015-08-18,Adoption or RTO,0.0
A752505,2017-07-05,Transfer,0.0
A774593,2018-06-24,Transfer,0.0
A471842,2014-11-13,Adoption or RTO,9.0
A688752,2014-09-23,Transfer,0.0
A801095,2019-09-27,Adoption or RTO,0.0
A765167,2018-01-15,Adoption or RTO,3.0
A748232,2017-06-21,Adoption or RTO,0.0
A772994,2018-05-31,Adoption or RTO,0.0
A771681,2018-05-12,Transfer,1.0
A690064,2014-10-13,Transfer,0.0
A763945,2017-12-22,Adoption or RTO,0.0
A664658,2013-11-02,Adoption or RTO,0.0
A677490,2014-04-28,Transfer,0.0
A801394,2019-08-04,Adoption or RTO,0.0
A722327,2016-03-17,Transfer,1.0
A715078,2015-10-31,Transfer,0.0
A449967,2014-01-09,Transfer,8.0
A736619,2016-11-25,Adoption or RTO,0.0
A774825,2018-08-07,Adoption or RTO,0.0
A710000,2015-08-15,Transfer,0.0
A728759,2016-08-30,Adoption or RTO,0.0
A701125,2015-05-23,Adoption or RTO,0.0
A690051,2014-10-14,Transfer,0.0
A688598,2014-09-21,Transfer,0.0
A678457,2014-05-14,Adoption or RTO,0.0
A772061,2018-05-15,Transfer,0.0
A759919,2017-10-13,Adoption or RTO,0.0
A672501,2014-02-12,Transfer,3.0
A679796,2014-05-27,Euthanasia,17.0
A747474,2017-04-20,Transfer,0.0
A711532,2015-09-29,Adoption or RTO,1.0
A792212,2019-06-22,Adoption or RTO,0.0
A783151,2018-10-26,Transfer,0.0
A824266,2020-10-13,Adoption or RTO,0.0
A780919,2018-09-28,Adoption or RTO,0.0
A741859,2017-01-15,Adoption or RTO,0.0
A689415,2014-10-07,Adoption or RTO,0.0
A750301,2017-06-01,Transfer,0.0
A798120,2019-06-25,Adoption or RTO,0.0
A677660,2014-06-01,Adoption or RTO,0.0
A825513,2020-12-22,Transfer,1.0
A813228,2020-02-10,Transfer,7.0
A777414,2018-08-04,Adoption or RTO,0.0
A728729,2016-09-13,Adoption or RTO,0.0
A757031,2017-10-05,Adoption or RTO,0.0
A731171,2016-09-26,Transfer,5.0
A749794,2017-05-31,Transfer,0.0
A801456,2019-08-26,Transfer,0.0
A704959,2015-06-30,Adoption or RTO,0.0
A821676,2020-10-03,Adoption or RTO,0.0
A785156,2019-01-19,Adoption or RTO,0.0
A727599,2016-08-31,Transfer,0.0
A821103,2020-08-04,Transfer,0.0
A720159,2016-03-13,Adoption or RTO,0.0
A706815,2015-07-16,Adoption or RTO,3.0
A756256,2017-08-24,Adoption or RTO,1.0
A690250,2014-10-16,Transfer,0.0
A723662,2016-04-08,Transfer,4.0
A738226,2016-11-22,Transfer,4.0
A773380,2018-08-20,Transfer,0.0
A683406,2014-10-12,Adoption or RTO,0.0
A688707,2014-09-22,Transfer,0.0
A718391,2015-12-29,Transfer,10.0
A673882,2014-03-07,Transfer,0.0
A708900,2015-08-03,Transfer,3.0
A692266,2014-11-19,Transfer,0.0
A689138,2014-09-29,Euthanasia,0.0
A734011,2016-09-01,Transfer,10.0
A781060,2019-01-22,Transfer,3.0
A801658,2019-08-10,Transfer,0.0
A785915,2019-01-11,Transfer,0.0
A803619,2019-10-20,Adoption or RTO,0.0
A560060,2014-02-21,Adoption or RTO,4.0
A679431,2014-07-04,Adoption or RTO,0.0
A712995,2015-10-01,Transfer,8.0
A508767,2018-04-07,Adoption or RTO,17.0
A694512,2015-01-02,Adoption or RTO,0.0
A736087,2016-10-06,Euthanasia,0.0
A749216,2017-06-27,Adoption or RTO,0.0
A677913,2014-05-01,Transfer,1.0
A706757,2015-07-03,Transfer,0.0
A705682,2015-06-22,Adoption or RTO,0.0
A777222,2018-07-25,Transfer,0.0
A689078,2014-10-08,Transfer,10.0
A780112,2018-11-01,Died or Missing,0.0
A741578,2017-01-08,Adoption or RTO,0.0
A787655,2019-02-10,Adoption or RTO,2.0
A795705,2019-06-30,Adoption or RTO,0.0
A811597,2020-01-17,Adoption or RTO,14.0
A700124,2015-05-09,Adoption or RTO,0.0
A686087,2014-08-24,Transfer,0.0
A746497,2017-04-08,Adoption or RTO,1.0
A761509,2017-12-27,Adoption or RTO,0.0
A734348,2016-09-06,Transfer,0.0
A816527,2020-05-06,Transfer,0.0
A803993,2019-09-10,Transfer,0.0
A688076,2014-10-06,Transfer,1.0
A679696,2014-07-14,Adoption or RTO,0.0
A691536,2014-11-14,Transfer,0.0
A689851,2014-10-10,Transfer,0.0
A750588,2017-05-30,Adoption or RTO,4.0
A786687,2019-01-03,Transfer,4.0
A792211,2019-06-06,Adoption or RTO,0.0
A741354,2017-01-05,Transfer,5.0
A773666,2018-07-12,Adoption or RTO,0.0
A796331,2019-06-04,Transfer,0.0
A712592,2015-09-25,Transfer,0.0
A819969,2020-09-01,Adoption or RTO,0.0
A680248,2014-08-28,Adoption or RTO,0.0
A663527,2017-08-30,Euthanasia,8.0
A678643,2014-05-16,Transfer,2.0
A751776,2017-06-17,Adoption or RTO,0.0
A804636,2019-10-26,Adoption or RTO,0.0
A789477,2019-03-02,Adoption or RTO,2.0
A667584,2013-11-22,Transfer,3.0
A790825,2019-04-04,Transfer,2.0
A731901,2016-08-03,Adoption or RTO,0.0
A795423,2019-05-20,Transfer,0.0
A796995,2019-07-12,Adoption or RTO,0.0
A742389,2017-01-29,Adoption or RTO,0.0
A702124,2015-07-18,Transfer,2.0
A677631,2014-04-27,Transfer,0.0
A800879,2019-08-03,Transfer,0.0
A678621,2014-06-22,Adoption or RTO,0.0
A679857,2014-05-28,Transfer,1.0
A750486,2017-05-27,Transfer,0.0
A739122,2016-11-29,Transfer,0.0
A752800,2017-06-28,Euthanasia,0.0
A787964,2019-02-03,Adoption or RTO,0.0
A781421,2018-09-29,Transfer,0.0
A763749,2017-12-19,Transfer,1.0
A689796,2014-10-10,Transfer,1.0
A803322,2019-09-03,Adoption or RTO,0.0
A702820,2015-05-18,Euthanasia,0.0
A766687,2018-02-17,Transfer,0.0
A680873,2014-08-16,Adoption or RTO,0.0
A712680,2015-12-08,Adoption or RTO,0.0
A724985,2016-07-02,Adoption or RTO,1.0
A654275,2014-05-07,Transfer,1.0
A698975,2015-03-22,Adoption or RTO,0.0
A749139,2017-05-21,Adoption or RTO,2.0
A792405,2019-04-10,Transfer,0.0
A731271,2016-07-19,Transfer,0.0
A798317,2019-07-02,Transfer,0.0
A775580,2018-10-02,Adoption or RTO,0.0
A770033,2018-04-14,Euthanasia,0.0
A671233,2014-01-23,Adoption or RTO,0.0
A792846,2019-04-17,Transfer,0.0
A731833,2016-08-13,Adoption or RTO,2.0
A711852,2015-11-10,Adoption or RTO,0.0
A743850,2017-03-12,Adoption or RTO,1.0
A599775,2017-06-04,Adoption or RTO,1.0
A792728,2019-05-12,Adoption or RTO,0.0
A724162,2016-04-15,Transfer,2.0
A815271,2020-03-14,Transfer,0.0
A706816,2015-07-16,Adoption or RTO,3.0
A768409,2018-03-19,Euthanasia,1.0
A688316,2014-09-18,Euthanasia,0.0
A739031,2016-11-27,Transfer,1.0
A741403,2017-01-05,Euthanasia,4.0
A712424,2015-09-23,Transfer,0.0
A799293,2019-09-22,Adoption or RTO,0.0
A774845,2018-06-21,Died or Missing,1.0
A704360,2015-06-27,Adoption or RTO,0.0
A777418,2018-08-07,Adoption or RTO,0.0
A731259,2016-07-23,Adoption or RTO,1.0
A698987,2017-08-28,Adoption or RTO,13.0
A716623,2015-12-13,Adoption or RTO,0.0
A822452,2020-09-02,Transfer,0.0
A732411,2016-08-08,Transfer,3.0
A763218,2018-01-06,Transfer,12.0
A754057,2017-07-14,Euthanasia,2.0
A710743,2015-08-31,Transfer,6.0
A664517,2013-12-08,Transfer,0.0
A736386,2016-10-27,Adoption or RTO,0.0
A684927,2014-10-19,Adoption or RTO,7.0
A776195,2018-07-11,Transfer,12.0
A680124,2014-06-28,Adoption or RTO,0.0
A720362,2016-02-11,Adoption or RTO,0.0
A693021,2015-02-07,Adoption or RTO,0.0
A686758,2014-09-13,Adoption or RTO,2.0
A664002,2013-10-11,Adoption or RTO,0.0
A671912,2014-02-07,Adoption or RTO,14.0
A708657,2015-08-10,Adoption or RTO,4.0
A758428,2017-09-16,Transfer,0.0
A682124,2014-06-24,Transfer,0.0
A726863,2016-06-23,Adoption or RTO,0.0
A707679,2015-07-28,Transfer,0.0
A718407,2016-01-19,Transfer,0.0
A676411,2014-04-14,Transfer,1.0
A679073,2014-05-17,Transfer,3.0
A742534,2017-01-27,Adoption or RTO,0.0
A823962,2020-10-29,Adoption or RTO,0.0
A694743,2015-01-26,Adoption or RTO,14.0
A768915,2018-04-21,Adoption or RTO,0.0
A701586,2015-05-27,Adoption or RTO,0.0
A759946,2017-12-19,Adoption or RTO,0.0
A801190,2019-08-05,Adoption or RTO,0.0
A783196,2018-10-30,Adoption or RTO,0.0
A771198,2018-05-01,Transfer,0.0
A748016,2017-05-14,Adoption or RTO,2.0
A779896,2018-09-12,Transfer,0.0
A708873,2015-08-16,Adoption or RTO,0.0
A783137,2018-10-31,Adoption or RTO,3.0
A687764,2014-09-09,Transfer,0.0
A688500,2014-12-18,Transfer,0.0
A750332,2017-05-27,Transfer,1.0
A737994,2016-11-09,Transfer,1.0
A666015,2013-10-26,Transfer,0.0
A803224,2019-08-29,Transfer,0.0
A800153,2019-08-03,Transfer,0.0
A732554,2016-11-04,Adoption or RTO,0.0
A684631,2014-09-18,Adoption or RTO,0.0
A703636,2015-06-23,Adoption or RTO,0.0
A811871,2020-01-18,Adoption or RTO,0.0
A801214,2019-08-01,Transfer,0.0
A701510,2015-06-06,Adoption or RTO,0.0
A810053,2019-12-20,Adoption or RTO,0.0
A785267,2018-12-15,Adoption or RTO,4.0
A684589,2014-07-30,Adoption or RTO,2.0
A776993,2018-08-18,Adoption or RTO,0.0
A744574,2017-03-03,Adoption or RTO,0.0
A752058,2017-09-21,Adoption or RTO,0.0
A826132,2020-12-18,Transfer,17.0
A774492,2018-06-20,Transfer,2.0
A684279,2014-07-25,Transfer,0.0
A796247,2019-06-01,Transfer,0.0
A757581,2017-10-15,Died or Missing,0.0
A795938,2019-05-30,Adoption or RTO,0.0
A819298,2020-08-07,Adoption or RTO,0.0
A753083,2017-07-11,Transfer,0.0
A749310,2017-08-14,Transfer,0.0
A676237,2014-04-06,Transfer,0.0
A807720,2019-11-23,Adoption or RTO,5.0
A732103,2016-08-02,Transfer,0.0
A688533,2014-09-20,Transfer,0.0
A720490,2016-03-24,Adoption or RTO,0.0
A683864,2014-08-10,Adoption or RTO,0.0
A789147,2019-02-19,Transfer,0.0
A810615,2019-12-24,Transfer,0.0
A741720,2017-01-08,Transfer,1.0
A688501,2014-12-18,Transfer,0.0
A724978,2016-04-23,Transfer,0.0
A826121,2020-11-23,Adoption or RTO,0.0
A808506,2019-11-13,Transfer,0.0
A730674,2016-07-15,Adoption or RTO,0.0
A733176,2016-10-08,Adoption or RTO,0.0
A801123,2019-08-11,Adoption or RTO,0.0
A773612,2018-08-20,Adoption or RTO,2.0
A729822,2016-07-01,Adoption or RTO,0.0
A545028,2013-12-20,Transfer,4.0
A778235,2018-08-13,Transfer,0.0
A675111,2014-03-27,Transfer,0.0
A776899,2018-08-28,Adoption or RTO,0.0
A803284,2019-11-02,Adoption or RTO,0.0
A670195,2014-01-03,Euthanasia,2.0
A781850,2018-12-03,Transfer,4.0
A703170,2015-06-19,Adoption or RTO,0.0
A668196,2013-11-29,Euthanasia,5.0
A699014,2015-03-21,Euthanasia,0.0
A775719,2018-08-07,Transfer,0.0
A774366,2019-03-12,Adoption or RTO,0.0
A696067,2015-02-02,Transfer,1.0
A729629,2016-07-20,Adoption or RTO,0.0
A739112,2017-01-28,Adoption or RTO,0.0
A688741,2014-10-05,Transfer,0.0
A732204,2016-08-21,Adoption or RTO,1.0
A672181,2014-02-06,Adoption or RTO,0.0
A728145,2016-08-26,Adoption or RTO,0.0
A679732,2014-06-18,Adoption or RTO,0.0
A712644,2015-09-29,Adoption or RTO,10.0
A723211,2016-05-30,Adoption or RTO,1.0
A773273,2018-05-29,Transfer,0.0
A699006,2015-03-22,Transfer,2.0
A813952,2020-02-24,Adoption or RTO,0.0
A793740,2019-05-01,Transfer,1.0
A824506,2020-10-16,Transfer,1.0
A799615,2019-07-20,Transfer,0.0
A703268,2015-05-22,Transfer,0.0
A661259,2013-10-12,Adoption or RTO,0.0
A799584,2019-08-17,Adoption or RTO,0.0
A823425,2020-11-17,Adoption or RTO,0.0
A708975,2015-08-19,Transfer,0.0
A763412,2018-01-12,Adoption or RTO,8.0
A769966,2018-05-06,Adoption or RTO,8.0
A678403,2014-05-08,Transfer,0.0
A710476,2015-08-25,Transfer,0.0
A789942,2019-03-06,Adoption or RTO,0.0
A787773,2019-02-04,Adoption or RTO,2.0
A730676,2016-08-07,Transfer,1.0
A806282,2019-11-30,Adoption or RTO,0.0
A700175,2015-06-28,Adoption or RTO,10.0
A723789,2016-04-11,Transfer,1.0
A733209,2016-08-19,Transfer,0.0
A749848,2017-05-26,Adoption or RTO,0.0
A704477,2015-06-06,Transfer,1.0
A779725,2018-09-13,Transfer,2.0
A726227,2016-05-09,Euthanasia,0.0
A821252,2020-11-24,Adoption or RTO,0.0
A743547,2017-02-14,Transfer,2.0
A664294,2013-10-12,Transfer,0.0
A752805,2017-06-27,Transfer,0.0
A769635,2018-04-07,Adoption or RTO,0.0
A694872,2015-01-05,Euthanasia,8.0
A793036,2019-04-18,Transfer,0.0
A733984,2016-08-30,Transfer,0.0
A801398,2019-08-31,Adoption or RTO,0.0
A702485,2015-07-03,Adoption or RTO,8.0
A704869,2015-06-15,Transfer,2.0
A715341,2015-11-18,Died or Missing,0.0
A706318,2015-08-09,Adoption or RTO,0.0
A748780,2017-05-06,Transfer,0.0
A685671,2014-08-13,Transfer,0.0
A815955,2020-06-06,Adoption or RTO,0.0
A687210,2014-10-18,Adoption or RTO,0.0
A701659,2015-05-02,Euthanasia,0.0
A778692,2018-08-19,Transfer,0.0
A749563,2017-05-18,Transfer,0.0
A715852,2015-11-21,Adoption or RTO,0.0
A748996,2017-05-10,Adoption or RTO,7.0
A770479,2018-06-19,Adoption or RTO,0.0
A713459,2015-10-12,Transfer,2.0
A733500,2017-02-26,Adoption or RTO,0.0
A786257,2018-12-24,Transfer,1.0
A687088,2014-09-22,Adoption or RTO,0.0
A696861,2015-02-14,Transfer,1.0
A766694,2018-02-16,Transfer,10.0
A749055,2017-05-14,Adoption or RTO,0.0
A709626,2015-08-12,Transfer,0.0
A714840,2015-10-29,Transfer,2.0
A819640,2020-07-21,Transfer,0.0
A716869,2015-12-16,Adoption or RTO,5.0
A819501,2020-08-06,Adoption or RTO,0.0
A713340,2016-01-21,Adoption or RTO,3.0
A734441,2016-12-06,Died or Missing,0.0
A747821,2017-05-18,Adoption or RTO,2.0
A670468,2015-10-09,Euthanasia,3.0
A798498,2019-08-17,Adoption or RTO,0.0
A734349,2016-09-16,Adoption or RTO,2.0
A776313,2018-07-16,Transfer,0.0
A689042,2014-09-28,Transfer,0.0
A714457,2015-10-28,Adoption or RTO,0.0
A775175,2018-07-03,Adoption or RTO,0.0
A678469,2014-06-02,Adoption or RTO,0.0
A789454,2019-03-10,Adoption or RTO,0.0
A679340,2014-05-31,Transfer,0.0
A690138,2014-12-26,Adoption or RTO,0.0
A723755,2016-05-24,Adoption or RTO,0.0
A774424,2018-06-19,Transfer,0.0
A760852,2017-10-24,Adoption or RTO,0.0
A631781,2014-07-30,Adoption or RTO,9.0
A748081,2017-05-03,Adoption or RTO,2.0
A703608,2015-06-25,Adoption or RTO,0.0
A778379,2018-08-18,Transfer,0.0
A775984,2018-08-19,Adoption or RTO,0.0
A729810,2016-08-17,Adoption or RTO,0.0
A805544,2019-11-07,Transfer,3.0
A812467,2020-01-27,Transfer,0.0
A747372,2017-08-21,Adoption or RTO,0.0
A795316,2019-06-22,Adoption or RTO,0.0
A802456,2019-09-09,Adoption or RTO,0.0
A766171,2018-02-07,Adoption or RTO,0.0
A761286,2018-01-21,Adoption or RTO,10.0
A805663,2019-10-12,Transfer,9.0
A801278,2019-08-08,Transfer,0.0
A762717,2018-01-07,Adoption or RTO,0.0
A666046,2013-10-30,Transfer,0.0
A704811,2015-06-09,Transfer,0.0
A700225,2015-05-30,Adoption or RTO,3.0
A669212,2013-12-19,Euthanasia,0.0
A798308,2019-06-29,Adoption or RTO,1.0
A687338,2014-09-03,Transfer,0.0
A770019,2018-06-23,Adoption or RTO,0.0
A665019,2013-12-05,Adoption or RTO,8.0
A769178,2018-04-01,Transfer,0.0
A821213,2020-08-05,Transfer,0.0
A693156,2014-12-22,Transfer,4.0
A711274,2015-09-04,Transfer,0.0
A682879,2014-07-12,Transfer,0.0
A669567,2013-12-28,Transfer,2.0
A713434,2015-10-13,Transfer,0.0
A806040,2019-12-16,Adoption or RTO,0.0
A686103,2014-10-02,Adoption or RTO,0.0
A703862,2015-05-31,Transfer,1.0
A688315,2014-12-22,Adoption or RTO,0.0
A772673,2018-05-22,Transfer,0.0
A736276,2016-12-02,Adoption or RTO,0.0
A755417,2017-09-14,Adoption or RTO,0.0
A751718,2017-06-12,Transfer,0.0
A725868,2016-09-04,Adoption or RTO,0.0
A681260,2014-07-02,Adoption or RTO,0.0
A673443,2014-03-02,Adoption or RTO,0.0
A667325,2013-11-22,Transfer,0.0
A769939,2018-04-12,Transfer,0.0
A765213,2018-01-19,Transfer,1.0
A797926,2019-07-13,Transfer,0.0
A730637,2016-07-07,Transfer,0.0
A760433,2017-10-22,Transfer,2.0
A740748,2016-12-23,Died or Missing,1.0
A823832,2020-11-05,Adoption or RTO,0.0
A755428,2017-08-03,Transfer,0.0
A807088,2019-10-24,Transfer,3.0
A725549,2016-06-12,Adoption or RTO,3.0
A699680,2015-04-04,Adoption or RTO,0.0
A695667,2015-01-21,Transfer,0.0
A643429,2018-10-12,Transfer,10.0
A726195,2016-07-14,Adoption or RTO,0.0
A703806,2015-08-28,Adoption or RTO,0.0
A663919,2013-10-24,Adoption or RTO,9.0
A746247,2017-03-30,Transfer,0.0
A640993,2015-02-16,Transfer,2.0
A729721,2016-08-20,Adoption or RTO,2.0
A792818,2019-04-15,Transfer,0.0
A630443,2014-05-29,Transfer,3.0
A811852,2020-02-28,Adoption or RTO,2.0
A727668,2016-05-28,Transfer,0.0
A712255,2015-09-20,Transfer,3.0
A741439,2017-01-07,Adoption or RTO,1.0
A707618,2015-07-30,Adoption or RTO,0.0
A781272,2018-09-26,Transfer,0.0
A739622,2016-12-06,Adoption or RTO,3.0
A704648,2015-07-27,Adoption or RTO,0.0
A706573,2015-07-03,Transfer,0.0
A791542,2019-04-01,Transfer,1.0
A681699,2014-06-19,Transfer,2.0
A741115,2017-02-13,Adoption or RTO,8.0
A712376,2015-09-22,Euthanasia,0.0
A798520,2019-07-12,Adoption or RTO,3.0
A781170,2018-09-26,Transfer,0.0
A793500,2019-04-26,Euthanasia,10.0
A711235,2015-09-05,Transfer,1.0
A779980,2018-09-21,Transfer,0.0
A685898,2014-08-14,Transfer,0.0
A666964,2013-11-11,Transfer,1.0
A796518,2019-06-13,Transfer,4.0
A764520,2018-01-03,Transfer,1.0
A668703,2013-12-18,Transfer,0.0
A680539,2014-07-12,Adoption or RTO,0.0
A710315,2015-08-21,Transfer,0.0
A731153,2016-08-06,Adoption or RTO,0.0
A735384,2016-10-20,Transfer,0.0
A727455,2016-07-09,Adoption or RTO,0.0
A808618,2019-12-18,Adoption or RTO,0.0
A669785,2013-12-31,Euthanasia,2.0
A815532,2020-03-18,Transfer,0.0
A796343,2019-06-08,Adoption or RTO,0.0
A686245,2014-08-21,Euthanasia,8.0
A682182,2014-06-25,Transfer,0.0
A823147,2020-12-15,Adoption or RTO,0.0
A710441,2015-08-30,Adoption or RTO,0.0
A763365,2017-12-08,Transfer,0.0
A743161,2017-02-06,Transfer,0.0
A712247,2015-11-12,Adoption or RTO,0.0
A793609,2019-04-27,Transfer,0.0
A709258,2015-12-04,Adoption or RTO,0.0
A764135,2017-12-23,Adoption or RTO,0.0
A752308,2017-06-22,Euthanasia,6.0
A765073,2019-01-05,Adoption or RTO,8.0
A706387,2015-07-06,Adoption or RTO,0.0
A669299,2013-12-19,Transfer,0.0
A710882,2015-10-13,Adoption or RTO,0.0
A673832,2014-03-03,Transfer,2.0
A772910,2018-05-27,Adoption or RTO,0.0
A800118,2019-07-21,Transfer,0.0
A681764,2014-06-20,Transfer,0.0
A685468,2014-11-19,Adoption or RTO,0.0
A670685,2014-01-12,Euthanasia,0.0
A804422,2019-10-04,Adoption or RTO,1.0
A717484,2015-12-12,Transfer,0.0
A685543,2014-08-14,Adoption or RTO,0.0
A663947,2013-11-16,Adoption or RTO,0.0
A798557,2019-06-30,Transfer,0.0
A675198,2014-04-04,Transfer,8.0
A709643,2016-12-13,Adoption or RTO,6.0
A756462,2017-08-20,Euthanasia,0.0
A716599,2015-11-30,Transfer,1.0
A677629,2014-07-04,Adoption or RTO,3.0
A759984,2017-10-31,Transfer,0.0
A663979,2013-10-02,Transfer,0.0
A688102,2014-09-14,Transfer,0.0
A782908,2018-11-04,Adoption or RTO,0.0
A756983,2017-09-01,Transfer,2.0
A776368,2018-07-21,Adoption or RTO,0.0
A683740,2014-07-14,Transfer,0.0
A683724,2014-07-18,Transfer,0.0
A678071,2014-05-03,Transfer,0.0
A799278,2019-07-06,Transfer,0.0
A798699,2019-07-03,Transfer,1.0
A797319,2019-06-12,Transfer,0.0
